Run_s,collection_day_s,description_s,nutrition_calcium_s,nutrition_calorie_s,nutrition_carb_s,nutrition_cholesterol_s,nutrition_fat_s,nutrition_fiber_s,nutrition_protein_s,nutrition_satfat_s,nutrition_sodium_s,nutrition_sugar_s
ERR531981,174,-101,561.7700005,2692.47997,211.9057026,553.0199915,144.2727966,9.323000431,122.3271982,51.16932899,2409.250002,129.8770014
ERR531982,25,-200,0,0,0,0,0,0,0,0,0,0
ERR531983,102,-101,0,0,0,0,0,0,0,0,0,0
ERR531984,141,-101,773.9650006,2339.177501,302.237798,417.0900002,64.97000014,18.10800007,134.1738981,16.16284001,3198.679996,138.682699
ERR531985,150,-100,630,1546,221,99.10000038,52.5,13.8499999,44.5,20.30000019,1873,115
ERR531986,120,-100,0,0,0,0,0,0,0,0,0,0
ERR531987,163,-101,480.6579995,2023.015035,268.0577042,147.1619964,66.39039989,23.85700011,92.76029906,19.68356027,1440.996993,107.0008002
ERR531988,177,-101,451.4299998,2207.483731,313.5867805,276.6409836,70.68319984,8.07100001,88.75569165,21.4304702,2116.935708,148.5046933
ERR531989,250,-101,0,0,0,0,0,0,0,0,0,0
ERR531990,277,-100,0,0,0,0,0,0,0,0,0,0
ERR531991,235,-101,0,0,0,0,0,0,0,0,0,0
ERR531992,353,-101,0,0,0,0,0,0,0,0,0,0
ERR531993,129,-101,1251.753319,4219.569958,638.3764284,625.7399998,127.2658997,33.78500009,149.8079988,35.44035994,6072.616638,158.8667998
ERR531994,326,-100,0,0,0,0,0,0,0,0,0,0
ERR531995,318,-101,0,0,0,0,0,0,0,0,0,0
ERR531996,345,-100,0,0,0,0,0,0,0,0,0,0
ERR531997,298,-100,0,0,0,0,0,0,0,0,0,0
ERR531998,180,-101,534.7399998,1802.37,239,122.5,70.0474,6.5,60.78439999,18.25474,1772.24,133.75
ERR531999,237,-101,0,0,0,0,0,0,0,0,0,0
ERR532000,123,-101,239.4299951,1008.059999,149.8784001,285.26,28.45899979,9.5,44.23349936,13.86764004,2219.070002,54.67840004
ERR532001,347,-100,0,0,0,0,0,0,0,0,0,0
ERR532002,100,-100,0,0,0,0,0,0,0,0,0,0
ERR532003,77,-100,0,0,0,0,0,0,0,0,0,0
ERR532004,39,-200,0,0,0,0,0,0,0,0,0,0
ERR532005,6,-100,1355.102659,2889.136671,336.8310451,380.0187931,122.4685166,22.34380019,117.1921465,30.89025237,3225.523337,148.0275227
ERR532006,27,-101,373.3449969,2927.538673,353.0116109,511.4528136,114.6382842,12.43066174,105.3222566,45.42978526,4587.579371,131.4273309
ERR532007,110,-200,0,0,0,0,0,0,0,0,0,0
ERR532008,257,-100,0,0,0,0,0,0,0,0,0,0
ERR532009,42,-100,485.0897803,2594.487481,385.986995,220.4200001,81.45701437,24.903184,85.60554019,23.14899138,4657.833149,166.4400991
ERR532010,219,-101,0,0,0,0,0,0,0,0,0,0
ERR532011,48,-101,323.6120019,1470.122957,183.936604,22.20000076,54.33600033,56.80600041,56.87240215,15.16486085,3153.865735,75.6900022
ERR532012,13,-100,528.0999961,4100.321419,515.3545623,564.3799992,157.6320418,20.23014259,100.7367857,51.02799262,5429.155687,157.0941992
ERR532013,103,-100,0,0,0,0,0,0,0,0,0,0
ERR532014,224,-101,0,0,0,0,0,0,0,0,0,0
ERR532015,81,-100,0,0,0,0,0,0,0,0,0,0
ERR532016,211,-100,0,0,0,0,0,0,0,0,0,0
ERR532017,298,-101,0,0,0,0,0,0,0,0,0,0
ERR532018,68,-200,0,0,0,0,0,0,0,0,0,0
ERR532019,153,-100,673.5899997,2401.830006,308.2676046,219.3600031,102.5872985,12.34500012,70.01240073,35.53013026,3140.440024,121.9045999
ERR532020,89,-100,0,0,0,0,0,0,0,0,0,0
ERR532021,341,-101,0,0,0,0,0,0,0,0,0,0
ERR532022,213,-100,0,0,0,0,0,0,0,0,0,0
ERR532023,42,-101,485.0897803,2594.487481,385.986995,220.4200001,81.45701437,24.903184,85.60554019,23.14899138,4657.833149,166.4400991
ERR532024,195,-100,436.7900009,2619.832715,304.0792913,584.9000092,95.12080005,5.612000048,74.75724936,29.35350002,2808.958737,82.86068965
ERR532025,205,-101,0,0,0,0,0,0,0,0,0,0
ERR532026,299,-101,0,0,0,0,0,0,0,0,0,0
ERR532027,166,-100,804.3800035,2151.820019,350.9303041,468.5400009,46.38120069,9.32799989,90.23510182,13.54222997,5314.090003,193.0447
ERR532028,128,-101,1014.95,3114.139996,482.3836003,506.6799965,82.37889989,41.81399995,125.8289996,24.56593002,4731.959993,174.2951999
ERR532029,43,-101,575.2604775,1946.493605,324.3745549,137.1000004,46.4910163,21.43200043,64.00220035,19.37521151,4476.160328,150.1943922
ERR532030,95,-200,0,0,0,0,0,0,0,0,0,0
ERR532031,230,-200,0,0,0,0,0,0,0,0,0,0
ERR532032,304,-100,0,0,0,0,0,0,0,0,0,0
ERR532033,116,-200,0,0,0,0,0,0,0,0,0,0
ERR532034,181,-100,671.880002,1590.088351,237.476219,215.6399994,42.08820042,10.26000053,52.51898572,5.434120066,1029.970006,100.8192182
ERR532035,292,-100,0,0,0,0,0,0,0,0,0,0
ERR532036,28,-101,445.8000002,2873.752586,346.2123451,554.5714264,109.4852543,9.274857104,129.2216282,37.03594566,5215.49313,126.4023898
ERR532037,162,-200,0,0,0,0,0,0,0,0,0,0
ERR532038,316,-100,0,0,0,0,0,0,0,0,0,0
ERR532039,179,-100,809.8049967,2907.300004,334.7817986,430.0200074,83.52759995,27.80750068,123.6582508,31.15594982,2711.655005,79.61844982
ERR532040,102,-101,0,0,0,0,0,0,0,0,0,0
ERR532041,29,-101,819.6257381,2790.327927,338.760299,344.3340683,100.8396648,7.632000029,108.1236045,42.66029019,2000.032124,188.4818969
ERR532042,105,-100,0,0,0,0,0,0,0,0,0,0
ERR532043,175,-100,502.6399999,1417.070004,203.7543011,132.5,46.7686,6.316000015,46.40950012,14.06557,2873.53,91.0395
ERR532044,61,-100,871.9399977,2498.865,385.6314971,335.3500061,75.62660008,17.23549971,79.31929965,19.19235999,2841.799969,124.8308984
ERR532045,0,-200,0,0,0,0,0,0,0,0,0,0
ERR532046,56,-200,0,0,0,0,0,0,0,0,0,0
ERR532047,50,-100,796.4890107,3081.219064,360.3180811,373.8000154,188.5668235,17.40760003,93.44846328,52.64186272,5296.287244,160.9305027
ERR532048,78,-200,0,0,0,0,0,0,0,0,0,0
ERR532049,314,-100,0,0,0,0,0,0,0,0,0,0
ERR532050,254,-101,0,0,0,0,0,0,0,0,0,0
ERR532051,335,-101,0,0,0,0,0,0,0,0,0,0
ERR532052,74,-100,0,0,0,0,0,0,0,0,0,0
ERR532053,357,-101,0,0,0,0,0,0,0,0,0,0
ERR532054,283,-100,0,0,0,0,0,0,0,0,0,0
ERR532055,101,-100,0,0,0,0,0,0,0,0,0,0
ERR532056,127,-101,817.2040141,2271.057537,355.3778343,244.175952,63.28867469,47.91550045,94.98510027,26.40497,1629.64437,134.9660064
ERR532057,33,-101,658.1989296,3536.124865,402.3529659,329.97013,106.6709761,21.91267567,123.8813428,29.69389847,4007.894043,61.84751376
ERR532058,139,-101,311.5200005,1808.239998,191.1728197,398.5000012,65.39628029,14.78240001,64.59694004,23.05124213,2275.326009,45.67069995
ERR532059,20,-100,554.5600014,2733.06192,274.0890274,547.2600098,124.1590004,16.25,111.6685991,41.70928025,3662.725336,129.272728
ERR532060,86,-101,0,0,0,0,0,0,0,0,0,0
ERR532061,40,-200,0,0,0,0,0,0,0,0,0,0
ERR532062,100,-200,0,0,0,0,0,0,0,0,0,0
ERR532063,236,-100,0,0,0,0,0,0,0,0,0,0
ERR532064,229,-101,0,0,0,0,0,0,0,0,0,0
ERR532065,158,-200,0,0,0,0,0,0,0,0,0,0
ERR532066,243,-100,0,0,0,0,0,0,0,0,0,0
ERR532067,69,-101,517.1766682,2055.893347,283.5657892,293.4199994,57.17546707,6.342333317,90.9884693,18.58820335,2019.265005,115.3092674
ERR532068,125,-100,391.5507813,2339.964478,251.6982555,474.7600098,104.6849737,8.266233683,71.1196326,30.75041652,4096.103683,120.2250004
ERR532069,156,-100,846.5414982,2632.502721,385.6418495,247.9449837,87.90922914,13.55739999,83.76353014,26.39420214,1117.241194,213.0827434
ERR532070,135,-101,897.1849966,1611.108536,205.9121056,292.4199963,40.85067487,12.76407702,104.3941342,13.19184267,1002.226677,119.9804865
ERR532071,179,-200,0,0,0,0,0,0,0,0,0,0
ERR532072,238,-101,0,0,0,0,0,0,0,0,0,0
ERR532073,5,-200,0,0,0,0,0,0,0,0,0,0
ERR532074,160,-101,384.0800023,1312.500409,79.83852458,250.6399994,48.54260017,3.749333292,70.31896317,16.76133001,2302.330003,2.646166686
ERR532075,318,-200,0,0,0,0,0,0,0,0,0,0
ERR532076,38,-100,504.5400196,2959.125062,423.1425407,258.1537914,107.5662533,22.98992118,97.66458097,35.3670775,6546.592272,113.0183218
ERR532077,256,-101,0,0,0,0,0,0,0,0,0,0
ERR532078,7,-100,845.2853379,2900.844763,517.8185101,199.508791,53.00759773,23.25119989,96.06179023,14.89386155,1934.939163,248.8018216
ERR532079,247,-100,0,0,0,0,0,0,0,0,0,0
ERR532080,126,-100,608.2325716,2862.192436,403.0494894,235.3499985,65.02882417,29.80787505,92.79711705,21.96244113,2843.051487,139.4128814
ERR532081,168,-200,0,0,0,0,0,0,0,0,0,0
ERR532082,303,-100,0,0,0,0,0,0,0,0,0,0
ERR532083,265,-100,0,0,0,0,0,0,0,0,0,0
ERR532084,355,-100,0,0,0,0,0,0,0,0,0,0
ERR532085,177,-200,0,0,0,0,0,0,0,0,0,0
ERR532086,134,-101,1010,1590,216,80,60,6.5,51.5,19.25,2335,128.5
ERR532087,121,-200,0,0,0,0,0,0,0,0,0,0
ERR532088,212,-200,0,0,0,0,0,0,0,0,0,0
ERR532089,45,-200,0,0,0,0,0,0,0,0,0,0
ERR532090,205,-100,0,0,0,0,0,0,0,0,0,0
ERR532091,99,-200,0,0,0,0,0,0,0,0,0,0
ERR532092,92,-200,0,0,0,0,0,0,0,0,0,0
ERR532093,229,-200,0,0,0,0,0,0,0,0,0,0
ERR532094,114,-101,0,0,0,0,0,0,0,0,0,0
ERR532095,207,-100,0,0,0,0,0,0,0,0,0,0
ERR532096,113,-101,0,0,0,0,0,0,0,0,0,0
ERR532097,183,-101,783.8149941,2236.320027,335.1482928,338.0599976,77.45269785,20.92250068,73.65725017,37.46071986,2897.84496,157.1910492
ERR532098,217,-100,0,0,0,0,0,0,0,0,0,0
ERR532099,117,-101,0,0,0,0,0,0,0,0,0,0
ERR532100,277,-100,0,0,0,0,0,0,0,0,0,0
ERR532101,175,-200,0,0,0,0,0,0,0,0,0,0
ERR532102,289,-100,0,0,0,0,0,0,0,0,0,0
ERR532103,179,-101,809.8049967,2907.300004,334.7817986,430.0200074,83.52759995,27.80750068,123.6582508,31.15594982,2711.655005,79.61844982
ERR532104,148,-100,343.1299982,2220.03069,407.8157024,146.3599997,36.43799886,14.95299983,73.86829996,8.241000008,1599.136141,194.7396479
ERR532105,28,-200,0,0,0,0,0,0,0,0,0,0
ERR532106,284,-101,0,0,0,0,0,0,0,0,0,0
ERR532107,211,-200,0,0,0,0,0,0,0,0,0,0
ERR532108,138,-200,0,0,0,0,0,0,0,0,0,0
ERR532109,185,-200,0,0,0,0,0,0,0,0,0,0
ERR532110,46,-200,0,0,0,0,0,0,0,0,0,0
ERR532111,22,-200,0,0,0,0,0,0,0,0,0,0
ERR532112,142,-100,338.2590027,2267.088005,297.0646208,336.3600006,79.28926045,21.50255013,105.8734641,27.81775303,3939.753502,63.28350002
ERR532113,255,-101,0,0,0,0,0,0,0,0,0,0
ERR532114,233,-101,0,0,0,0,0,0,0,0,0,0
ERR532115,213,-101,0,0,0,0,0,0,0,0,0,0
ERR532116,214,-200,0,0,0,0,0,0,0,0,0,0
ERR532117,290,-101,0,0,0,0,0,0,0,0,0,0
ERR532118,87,-100,0,0,0,0,0,0,0,0,0,0
ERR532119,127,-100,817.2040141,2271.057537,355.3778343,244.175952,63.28867469,47.91550045,94.98510027,26.40497,1629.64437,134.9660064
ERR532120,12,-100,1165.410698,3132.495355,390.8781891,240.4232466,119.7729557,19.41399997,93.10560639,46.97203556,4185.83243,162.6165898
ERR532121,153,-101,673.5899997,2401.830006,308.2676046,219.3600031,102.5872985,12.34500012,70.01240073,35.53013026,3140.440024,121.9045999
ERR532122,293,-100,0,0,0,0,0,0,0,0,0,0
ERR532123,55,-100,469.4500012,2129.365028,296.292708,189.8400021,61.7771026,14.61350012,89.10150307,22.80034078,3684.125048,86.67700054
ERR532124,82,-100,0,0,0,0,0,0,0,0,0,0
ERR532125,97,-200,0,0,0,0,0,0,0,0,0,0
ERR532126,14,-200,0,0,0,0,0,0,0,0,0,0
ERR532127,205,-200,0,0,0,0,0,0,0,0,0,0
ERR532128,122,-200,0,0,0,0,0,0,0,0,0,0
ERR532129,144,-200,0,0,0,0,0,0,0,0,0,0
ERR532130,26,-100,694.3071057,2848.700012,327.0262755,421.6049564,102.6083732,28.86213308,122.9241297,29.98332885,4228.447315,162.1953886
ERR532131,364,-100,0,0,0,0,0,0,0,0,0,0
ERR532132,352,-100,0,0,0,0,0,0,0,0,0,0
ERR532133,107,-101,0,0,0,0,0,0,0,0,0,0
ERR532134,201,-101,316.5899992,1827.532659,252.9631357,222,49.27919984,10.77399979,76.74669731,15.79598495,4335.713731,111.2409397
ERR532135,234,-101,0,0,0,0,0,0,0,0,0,0
ERR532136,13,-200,0,0,0,0,0,0,0,0,0,0
ERR532137,356,-101,0,0,0,0,0,0,0,0,0,0
ERR532138,248,-100,0,0,0,0,0,0,0,0,0,0
ERR532139,148,-200,0,0,0,0,0,0,0,0,0,0
ERR532140,334,-100,0,0,0,0,0,0,0,0,0,0
ERR532141,130,-101,1307.870007,2737.420007,254.8720016,556,118.5707,32.52399981,173.6465999,36.04509,5325.049997,68.23660111
ERR532142,354,-101,0,0,0,0,0,0,0,0,0,0
ERR532143,91,-100,0,0,0,0,0,0,0,0,0,0
ERR532144,61,-101,871.9399977,2498.865,385.6314971,335.3500061,75.62660008,17.23549971,79.31929965,19.19235999,2841.799969,124.8308984
ERR532145,184,-100,435.8400021,1412.270001,227.6179992,440,33.13240004,9.819999933,49.95040011,8.581040005,1516.34,123.2980014
ERR532146,271,-101,0,0,0,0,0,0,0,0,0,0
ERR532147,15,-200,0,0,0,0,0,0,0,0,0,0
ERR532148,16,-200,0,0,0,0,0,0,0,0,0,0
ERR532149,45,-100,658.6941364,2851.394848,442.0122627,210.6470575,105.3718027,29.93873508,56.83579069,38.29338291,2733.427669,263.0407655
ERR532150,341,-100,0,0,0,0,0,0,0,0,0,0
ERR532151,328,-100,0,0,0,0,0,0,0,0,0,0
ERR532152,64,-200,0,0,0,0,0,0,0,0,0,0
ERR532153,131,-200,0,0,0,0,0,0,0,0,0,0
ERR532154,302,-101,0,0,0,0,0,0,0,0,0,0
ERR532155,164,-101,611.54,1530.410001,270.0624008,100,33.49620003,11.03600001,45.76680005,15.15706001,1879.1,149.6327991
ERR532156,309,-101,0,0,0,0,0,0,0,0,0,0
ERR532157,163,-100,480.6579995,2023.015035,268.0577042,147.1619964,66.39039989,23.85700011,92.76029906,19.68356027,1440.996993,107.0008002
ERR532158,1,-100,459.2759972,2169.096992,269.9760566,306.7199955,69.9737981,27.48480046,121.0242804,8.045509922,3306.275992,28.62638021
ERR532159,263,-100,0,0,0,0,0,0,0,0,0,0
ERR532160,277,-101,0,0,0,0,0,0,0,0,0,0
ERR532161,333,-101,0,0,0,0,0,0,0,0,0,0
ERR532162,189,-200,0,0,0,0,0,0,0,0,0,0
ERR532163,216,-100,0,0,0,0,0,0,0,0,0,0
ERR532164,39,-100,922.3399894,2279.23246,397.8122466,204.0937424,52.71839922,34.80725037,74.6238476,22.85692994,1058.066241,210.622297
ERR532165,4,-200,0,0,0,0,0,0,0,0,0,0
ERR532166,249,-100,0,0,0,0,0,0,0,0,0,0
ERR532167,62,-200,0,0,0,0,0,0,0,0,0,0
ERR532168,88,-100,0,0,0,0,0,0,0,0,0,0
ERR532169,145,-101,1365.251495,3237.70396,587.0859547,201.0239995,78.28395113,24.21099967,79.23939931,27.24177854,3416.204403,241.0640984
ERR532170,210,-200,0,0,0,0,0,0,0,0,0,0
ERR532171,250,-100,0,0,0,0,0,0,0,0,0,0
ERR532172,200,-100,920.8000002,1961.470014,287.2226019,166.6399994,48.65780047,22.84799999,67.5906024,21.39772005,3861.580004,102.1968
ERR532173,66,-100,977.4666653,1818.960475,181.9985615,169.9942868,89.69798118,11.40890473,70.5497523,33.17331622,3074.968588,52.80595259
ERR532174,340,-100,0,0,0,0,0,0,0,0,0,0
ERR532175,281,-101,0,0,0,0,0,0,0,0,0,0
ERR532176,317,-101,0,0,0,0,0,0,0,0,0,0
ERR532177,352,-101,0,0,0,0,0,0,0,0,0,0
ERR532178,139,-100,311.5200005,1808.239998,191.1728197,398.5000012,65.39628029,14.78240001,64.59694004,23.05124213,2275.326009,45.67069995
ERR532179,251,-100,0,0,0,0,0,0,0,0,0,0
ERR532180,118,-200,0,0,0,0,0,0,0,0,0,0
ERR532181,99,-101,0,0,0,0,0,0,0,0,0,0
ERR532182,81,-101,0,0,0,0,0,0,0,0,0,0
ERR532183,197,-200,0,0,0,0,0,0,0,0,0,0
ERR532184,32,-101,198.3159993,1869.265003,220.7088158,299.8373985,52.21695943,8.590335011,105.8171736,19.45355268,2973.463823,99.86436704
ERR532185,212,-101,0,0,0,0,0,0,0,0,0,0
ERR532186,65,-100,680.3156655,2236.010335,296.9652437,246.2349991,89.39025663,21.3843334,74.04122695,28.85860124,2708.807994,119.659207
ERR532187,307,-101,0,0,0,0,0,0,0,0,0,0
ERR532188,154,-101,439.0499978,4027.000016,358.7390051,514.7999954,129.1832017,10.24100012,245.8056995,46.69978015,5173.749988,96.46529914
ERR532189,156,-200,0,0,0,0,0,0,0,0,0,0
ERR532190,50,-200,0,0,0,0,0,0,0,0,0,0
ERR532191,290,-100,0,0,0,0,0,0,0,0,0,0
ERR532192,108,-200,0,0,0,0,0,0,0,0,0,0
ERR532193,215,-100,0,0,0,0,0,0,0,0,0,0
ERR532194,202,-100,224.7399998,1863.175008,241.7119026,295,64.0474,12,49.28439999,13.10474002,3830.1335,75.79710007
ERR532195,260,-100,0,0,0,0,0,0,0,0,0,0
ERR532196,364,-101,0,0,0,0,0,0,0,0,0,0
ERR532197,49,-101,379.2920082,2255.648628,268.3103034,39.5,160.7061728,31.33547155,54.77081697,27.14786456,3574.610654,133.3687449
ERR532198,,-100,0,0,0,0,0,0,0,0,0,0
ERR532199,146,-100,357.9000015,2341.930013,338.8096405,395.2200012,74.69056015,18.22279984,81.93667996,27.40142411,1964.652004,187.5410007
ERR532200,165,-100,319.4799995,1653.74,244.2000008,50,47.69480038,9.200000048,45.16880035,19.50948,2831.98,154.5
ERR532201,283,-101,0,0,0,0,0,0,0,0,0,0
ERR532202,345,-101,0,0,0,0,0,0,0,0,0,0
ERR532203,211,-101,0,0,0,0,0,0,0,0,0,0
ERR532204,238,-101,0,0,0,0,0,0,0,0,0,0
ERR532205,31,-101,737.7579906,1724.451712,234.7856625,113.4864883,67.28603289,22.74632458,58.85279702,29.99984748,1193.713205,124.4246305
ERR532206,335,-100,0,0,0,0,0,0,0,0,0,0
ERR532207,76,-200,0,0,0,0,0,0,0,0,0,0
ERR532208,151,-101,1079.710001,1780.209981,248.6494007,184.8900013,59.02269983,8.353000045,61.07769966,27.3387301,2018.249987,118.3381991
ERR532209,172,-200,0,0,0,0,0,0,0,0,0,0
ERR532210,284,-101,0,0,0,0,0,0,0,0,0,0
ERR532211,196,-200,0,0,0,0,0,0,0,0,0,0
ERR532212,109,-200,0,0,0,0,0,0,0,0,0,0
ERR532213,259,-100,0,0,0,0,0,0,0,0,0,0
ERR532214,157,-101,69.1899991,1074.570011,170.7663012,122.3499985,21.42834996,9.21299988,51.43479896,7.058004986,369.899998,60.21609832
ERR532215,322,-100,0,0,0,0,0,0,0,0,0,0
ERR532216,70,-200,0,0,0,0,0,0,0,0,0,0
ERR532217,57,-200,0,0,0,0,0,0,0,0,0,0
ERR532218,338,-101,0,0,0,0,0,0,0,0,0,0
ERR532219,194,-100,257.6250007,2651.760006,359.887006,182.7200012,74.96950006,22.23950066,101.6285493,26.49038984,2061.244982,104.2267498
ERR532220,84,-100,0,0,0,0,0,0,0,0,0,0
ERR532221,124,-101,904.5943415,1670.862747,205.3646251,211.508791,59.37695664,18.70350058,72.88138199,29.39380952,1363.200165,84.24777492
ERR532222,287,-100,0,0,0,0,0,0,0,0,0,0
ERR532223,199,-200,0,0,0,0,0,0,0,0,0,0
ERR532224,6,-200,0,0,0,0,0,0,0,0,0,0
ERR532225,167,-200,0,0,0,0,0,0,0,0,0,0
ERR532226,166,-101,804.3800035,2151.820019,350.9303041,468.5400009,46.38120069,9.32799989,90.23510182,13.54222997,5314.090003,193.0447
ERR532227,358,-100,0,0,0,0,0,0,0,0,0,0
ERR532228,184,-101,435.8400021,1412.270001,227.6179992,440,33.13240004,9.819999933,49.95040011,8.581040005,1516.34,123.2980014
ERR532229,336,-101,0,0,0,0,0,0,0,0,0,0
ERR532230,59,-200,0,0,0,0,0,0,0,0,0,0
ERR532231,45,-101,658.6941364,2851.394848,442.0122627,210.6470575,105.3718027,29.93873508,56.83579069,38.29338291,2733.427669,263.0407655
ERR532232,308,-100,0,0,0,0,0,0,0,0,0,0
ERR532233,204,-200,0,0,0,0,0,0,0,0,0,0
ERR532234,178,-101,654.9800024,1789.13001,248.0086018,301.1399994,58.67380002,17.33200002,67.18500233,15.28216005,2097.920006,47.9790002
ERR532235,204,-101,0,0,0,0,0,0,0,0,0,0
ERR532236,255,-100,0,0,0,0,0,0,0,0,0,0
ERR532237,98,-100,0,0,0,0,0,0,0,0,0,0
ERR532238,103,-200,0,0,0,0,0,0,0,0,0,0
ERR532239,287,-101,0,0,0,0,0,0,0,0,0,0
ERR532240,334,-101,0,0,0,0,0,0,0,0,0,0
ERR532241,203,-101,0,0,0,0,0,0,0,0,0,0
ERR532242,208,-101,0,0,0,0,0,0,0,0,0,0
ERR532243,254,-100,0,0,0,0,0,0,0,0,0,0
ERR532244,36,-101,442.9200001,1725.960009,312.0086021,116.25,38.01360001,20.38200003,48.42740026,15.12878,1864.2,111.079
ERR532245,323,-100,0,0,0,0,0,0,0,0,0,0
ERR532246,62,-101,248.4840001,2952.395002,274.9664089,626.779995,138.8056854,8.020000428,161.328768,27.69532816,5363.445505,71.28243972
ERR532247,97,-100,0,0,0,0,0,0,0,0,0,0
ERR532248,52,-200,0,0,0,0,0,0,0,0,0,0
ERR532249,115,-100,0,0,0,0,0,0,0,0,0,0
ERR532250,176,-100,447.3099995,2089.420003,309.0049973,151.7000008,74.70080042,14.5,54.42040038,16.05615997,2623.689989,128.5
ERR532251,360,-101,0,0,0,0,0,0,0,0,0,0
ERR532252,74,-100,0,0,0,0,0,0,0,0,0,0
ERR532253,22,-100,1122.439996,3106.425089,536.4070892,129.5,51.73199819,44.25200033,122.2226044,9.147659766,2483.962258,208.353492
ERR532254,330,-101,0,0,0,0,0,0,0,0,0,0
ERR532255,271,-100,0,0,0,0,0,0,0,0,0,0
ERR532256,120,-100,0,0,0,0,0,0,0,0,0,0
ERR532257,2,-100,502.7521281,2082.590738,223.2927916,243.4802818,87.05925351,23.35257703,96.24687505,30.00545592,1887.19175,60.14390744
ERR532258,46,-100,930.9382892,2335.336294,387.180614,241.6268716,57.86443739,17.67010696,52.31903337,21.8882643,1743.573512,257.6591122
ERR532259,226,-101,0,0,0,0,0,0,0,0,0,0
ERR532260,225,-200,0,0,0,0,0,0,0,0,0,0